Order,Family,Genus,Species,Binomial,Region,Distribution,Distribution Notes,Traits table filled by,Suggested expert,Elton Plant_Others,body_mass,data_source_body_mass,comment_body_mass,gut_type,data_source_gut_type,comments_gut_type,group_size_summer,data_source_group_size_summer,comments_group_size_summer,group_size_winter,data_source_group_size_winter,comment_group_size_winter,Litter_clutch_size,data_source_litter_clutch_size,comment_litter_clutch_size,Population_dynamics,data_source_population_dynamics,comment_population_dynamics,Habitat_type,data_source_habitat_type,comment_habitat_type,Belowground_feeding,data_source_belowground_feeding,comment_below_ground_feeding,Mobility,data_source_mobility,comment_mobility,Human_managed,data_source_human_managed,comment_human_managed,Diet_type,data_source_diet_type,comment_diet_type,diet_item_forb,data_source_diet_item_forb,comment_diet_item_forb,diet_item_graminoid,data_source_diet_item_graminoid,comment_diet_item_graminoid,diet_item_shrub,data_source_diet_item_shrub,comment_diet_item_shrub,diet_item_moss,data_source_diet_item_moss,comment_diet_item_moss,diet_item_lichen,data_source_diet_item_lichen,comment_diet_item_lichen,wintering_strategy,data_source_wintering_strategy,comment_wintering_strategy,Use_of_vegetation,data_source_use_of_vegetation,comment_use_of_vegetation
Rodentia,Sciuridae,Sciurus,vulgaris,Sciurus vulgaris,Palaearctic,Fennoscandia and Russia,,Jesus Adrian Chimal,,30,333.00,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,small_group,Handbook of the mammals of the world,"Might nest together in cold month, possibly still considered solitary",4.5,PanTHERIA,,noncyclic,assummed ,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,none,,,facultative_generalist,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_aboveground,Handbook of the mammals of the world,,canopy,Handbook of the mammals of the world,
Anseriformes,Anatidae,Sibirionetta,formosa,Sibirionetta formosa,Palaearctic,Russia - East,,Jesus Adrian Chimal,,70,433.98,EltonTraits,Found as: Anas formosa,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,"Yu, J.-P., Han, S.-W., Paik, I.-H., Jin, S. D., & Paek, W. (2014). Status of wintering populations of the baikal teal (Anas formosa) in Geumgang River, Korea (Vol. 7).",,7.5,Handbook of the birds of the world,mean,noncyclic,,,limnic,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,1,Handbook of the birds of the world,,3,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Spatula,discors,Spatula discors,North America,,,Jesus Adrian Chimal,,60,359.44,EltonTraits,Found as: Anas discors,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,9.5,Handbook of the birds of the world,mean,noncyclic,,,limnic,Handbook of the birds of the world,,grubbing,Handbook of the birds of the world,eats roots,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,2,Handbook of the birds of the world,,3,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Anseriformes,Anatidae,Spatula,querquedula,Spatula querquedula,Palaearctic,Finland and Russia,,Jesus Adrian Chimal,,30,325.60,EltonTraits,Found as: Anas querquedula,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,Handbook of the birds of the world,,8.5,Handbook of the birds of the world,,noncyclic,,,limnic,Handbook of the birds of the world,,grubbing,Handbook of the birds of the world,roots and tubers,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,0,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,2,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,0,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,2,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,0,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Rodentia,Sciuridae,Spermophilus,dauricus,Spermophilus dauricus,Palaearctic,Ruissia-East,,Jesus Adrian Chimal,,40,161.30,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,5.62,panTHERIA,,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,no mention of burroing,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_aboveground,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Sciuridae,Spermophilus,franklinii,Spermophilus franklinii,North America,Central,Synonim w/ Poliocitellus franklinii,Jesus Adrian Chimal,,40,363.00,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,8.69,panTHERIA,,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,hibernating,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Sciuridae,Spermophilus,major,Spermophilus major,Palaearctic,Russia  CW,,Jesus Adrian Chimal,,40,269.07,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,,family_group,Handbook of the mammals of the world,,9.8,"Boag, D. A., Murie, J. O., & Kivett, V. K. (1980). Litter Size in Columbian Ground Squirrels (Spermophilus columbianus). Journal of Mammalogy, 61(2), 237-244. doi:10.2307/1380044",Larger sample size for this reported mean,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,feeds on tubers,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_bellowgroud,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Sciuridae,Spermophilus,richardsonii,Spermophilus richardsonii,North America,Central,Synonim w/Urocitellus richardsonii,Jesus Adrian Chimal,,40,406.00,EltonTraits,,hindgut_fermenter,assumed,,family_group,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,hibernates,7.59,panTHERIA,,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,build burrows but it's not stated that they consume any tubers or roots. ,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,3,https://www.iucnredlist.org/species/42561/22262546#habitat-ecology,,2,https://www.iucnredlist.org/species/42561/22262546#habitat-ecology,,0,https://www.iucnredlist.org/species/42561/22262546#habitat-ecology,,0,https://www.iucnredlist.org/species/42561/22262546#habitat-ecology,,0,https://www.iucnredlist.org/species/42561/22262546#habitat-ecology,,hibernating,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Sciuridae,Spermophilus,tridecemlineatus,Spermophilus tridecemlineatus,North America,Central,synonim w/Ictidomys tridecemlineatus,Jesus Adrian Chimal,,40,131.67,EltonTraits,,hindgut_fermenter,assumed,,small_group,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,hibernates,8.08,panTHERIA,,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,build burrows but it's not stated that they consume any tubers or roots. ,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,2,https://www.iucnredlist.org/species/42564/22263122#habitat-ecology,,2,https://www.iucnredlist.org/species/42564/22263122#habitat-ecology,,0,https://www.iucnredlist.org/species/42564/22263122#habitat-ecology,,0,https://www.iucnredlist.org/species/42564/22263122#habitat-ecology,,0,https://www.iucnredlist.org/species/42564/22263122#habitat-ecology,,hibernating,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Sciuridae,Spermophilus,undulatus,Spermophilus undulatus,Palaearctic,Mongolia,Synonim w/Urocitellus undulatus,Jesus Adrian Chimal,,40,840.00,EltonTraits,,hindgut_fermenter,assumed,,large_group,Handbook of the mammals of the world,,large_groups,Handbook of the mammals of the world,hibernates,7.77,panTHERIA,,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,build burrows but it's not stated that they consume any tubers or roots. ,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,2,https://www.iucnredlist.org/species/20494/22264197#habitat-ecology,,2,https://www.iucnredlist.org/species/20494/22264197#habitat-ecology,,1,https://www.iucnredlist.org/species/20494/22264197#habitat-ecology,,0,https://www.iucnredlist.org/species/20494/22264197#habitat-ecology,,0,https://www.iucnredlist.org/species/20494/22264197#habitat-ecology,,hibernating,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Artiodactyla,Suidae,Sus,scrofa,Sus scrofa,Livestock,,,Jesus Adrian Chimal,,60,96118.09,EltonTraits,,undifferentiated,,,family_group,The Mammals of the World 2011,,family_group,The Mammals of the World 2011,,4.52,PanTHERIA,,cyclic_noncyclic,"Bieber, C., & Ruf, T. (2005). Population dynamics in wild boar Sus scrofa : ecology, elasticity of growth rate and implications for the management of pulsed resource consumers. Journal of Applied Ecology, 42(6), 1203-1213. doi:10.1111/j.1365-2664.2005.01094.x",,terrestrial,The Mammals of the World 2011,,grubbing,The Mammals of the World 2011,p.290,no,The Mammals of the World 2011,tentative,none,,,facultative_generalist,The Mammals of the World 2011,,3,"Hafeez, S., Abbas, M., Khan, Z. H., & Rehman, E. U. (2011). Preliminary analysis of the diet of wild boar (Sus scrofa l., 1758) in Islamabad, Pakistan. Turkish Journal of Zoology, 35(1), 115-118. doi:10.3906/zoo-0806-24",,3,"Hafeez, S., Abbas, M., Khan, Z. H., & Rehman, E. U. (2011). Preliminary analysis of the diet of wild boar (Sus scrofa l., 1758) in Islamabad, Pakistan. Turkish Journal of Zoology, 35(1), 115-118. doi:10.3906/zoo-0806-24",,2,"Hafeez, S., Abbas, M., Khan, Z. H., & Rehman, E. U. (2011). Preliminary analysis of the diet of wild boar (Sus scrofa l., 1758) in Islamabad, Pakistan. Turkish Journal of Zoology, 35(1), 115-118. doi:10.3906/zoo-0806-24",,1,The Mammals of the World 2011,,1,The Mammals of the World 2011,,active_above_snow,The Mammals of the World 2011,,ground_vegetation,The Mammals of the World 2011,
Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,North America,East,,Jesus Adrian Chimal,,100,1172.79,EltonTraits,,hindgut_fermenter,,,family_group,Handbook of the mammals of the world,,family_group,Handbook of the mammals of the world,social heriarchy was not mentioned to be seasonal,4.62,panTHERIA,,noncyclic,IUCN,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,none,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,During dormant season,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_above_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Synaptomys,borealis,Synaptomys borealis,North America,,,Eeva Soininen,,80,21.30,EltonTraits,,hindgut_fermenter,expert (3),assumed as small rodent,solitary,expert (1),"assumed based on closely related S. cooperii, little data available for this species",solitary,expert (1),"assumed based on closely related S. cooperii, little data available for this species",4.27,PanTHERIA,,cyclic_noncyclic,expert (1),"assumed based on closely related S. cooperii, little data available for this species",terrestrial,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",,burrowing,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",,no,expert (3),assumed based on general small rodent ecology,none,,,facultative_generalist,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ","little data vailable, but reported to feed on forbs that are considered to be toxic to vertebrates",2,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",little data vailable,3,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",little data vailable,1,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",little data vailable,0,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",little data vailable,0,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",little data vailable,active_below_snow,"Naughton, Donna (Hrsg.): The Natural History of Canadian Mammals. University of Toronto Press, 2012, ",assumed based on general small rodent ecology,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Synaptomys,cooperi,Synaptomys cooperi,North America,East,,Jesus Adrian Chimal,,80,31.92,EltonTraits,,hindgut_fermenter,assumed,,small_group,https://www.iucnredlist.org/species/42639/115198182#population,,small_group,https://www.iucnredlist.org/species/42639/115198182#population,,3.09,PanTHERIA,,noncyclic,https://www.iucnredlist.org/species/42639/115198182#population,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,eats roots,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,2,"Linzey, A. V. (1983). Synaptomys cooperi. Mammalian Species(210), 1-5. doi:10.2307/3504063",,2,"Linzey, A. V. (1983). Synaptomys cooperi. Mammalian Species(210), 1-5. doi:10.2307/3504063",,0,"Linzey, A. V. (1983). Synaptomys cooperi. Mammalian Species(210), 1-5. doi:10.2307/3504063",,1,"Linzey, A. V. (1983). Synaptomys cooperi. Mammalian Species(210), 1-5. doi:10.2307/3504063",,1,"Linzey, A. V. (1983). Synaptomys cooperi. Mammalian Species(210), 1-5. doi:10.2307/3504063",,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Anseriformes,Anatidae,Tadorna,ferruginea,Tadorna ferruginea,Palaearctic,"Central Russia, Mongolia",,Jesus Adrian Chimal,,60,1235.03,EltonTraits,,undifferentiated,assumed,,small_groups,Handbook of the birds of the world,,large_group,"Kear, J., & Hulme, M. (2005). Ducks, Geese and Swans: Species accounts (Cairina to Mergus): Oxford University Press.",,8.5,Handbook of the birds of the world,,noncyclic,,,limnic,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,1,"Quan, R.-C., Wen, X., Yang, X., Peng, G.-H., & Huang, T.-F. (2001). Habitat Use by Wintering Ruddy Shelduck at Lashihai Lake, Lijiang, China (Vol. 24),  Handbook of the birds of the world",,3,"Quan, R.-C., Wen, X., Yang, X., Peng, G.-H., & Huang, T.-F. (2001). Habitat Use by Wintering Ruddy Shelduck at Lashihai Lake, Lijiang, China (Vol. 24)",,0,"Handbook of the birds of the world, ,  Handbook of the birds of the world",,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,not_present,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Rodentia,Sciuridae,Tamias,striatus,Tamias striatus,North America,Eastern,,Jesus Adrian Chimal,,30,111.91,EltonTraits,,hindgut_fermented,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,4.5,"Snyder, D. P. (1982). Tamias striatus. Mammalian Species(168), 1-8. doi:10.2307/3503819",,noncyclic,assumed,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,builds burrows ,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,1,"Snyder, D. P. (1982). Tamias striatus. Mammalian Species(168), 1-8. doi:10.2307/3503819",,0,"Snyder, D. P. (1982). Tamias striatus. Mammalian Species(168), 1-8. doi:10.2307/3503819",,1,"Snyder, D. P. (1982). Tamias striatus. Mammalian Species(168), 1-8. doi:10.2307/3503819",,0,"Snyder, D. P. (1982). Tamias striatus. Mammalian Species(168), 1-8. doi:10.2307/3503819",,1,"Snyder, D. P. (1982). Tamias striatus. Mammalian Species(168), 1-8. doi:10.2307/3503819",,hibernating,Handbook of the mammals of the world,actually mentions varying degrees of torpor,canopy,Handbook of the mammals of the world,
Galliformes,Phasianidae,Tetrao,urogalloides,Tetrao urogalloides,Palaearctic,Russia-East,,Jesus Adrian Chimal,Not found,80,2752.29,EltonTraits,Found as: Tetrao parvirostris,hindgut_fermenter,assumed,,solitary,Handbook of the birds of the world,,solitary,Handbook of the birds of the world,,6.5,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,noncyclic,assumed,,terrestrial,,,none,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,no,Handbook of the birds of the world,,,,,obligatory_generalist,Handbook of the birds of the world,,2,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,0,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,3,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,1,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,0,http://www.oiseaux-birds.com/card-black-billed-capercaillie.html,,active_above_snow,https://www.iucnredlist.org/species/22679491/92815954#habitat-ecology,,canopy,https://www.iucnredlist.org/species/22679491/92815954#habitat-ecology,
Galliformes,Phasianidae,Tetrao,urogallus,Tetrao urogallus,Palaearctic,Western,,Jesus Adrian Chimal,,90,2716.61,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the birds of the world,,solitary,Handbook of the birds of the world,,8.5,Handbook of the birds of the world,,cyclic,Handbook of the birds of the world,,terrestrial,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_specialist,Handbook of the birds of the world,,2,Handbook of the birds of the world,,1,Handbook of the birds of the world,,3,Handbook of the birds of the world,,1,Handbook of the birds of the world,,0,Handbook of the birds of the world,,active_above_snow,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Galliformes,Phasianidae,Tetraogallus,altaicus,Tetraogallus altaicus,Palaearctic,Mongolia,,Jesus Adrian Chimal,,50,2760.43,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the birds of the world,,solitary,Handbook of the birds of the world,,8,Handbook of the birds of the world,,cyclic,http://www.mos.mn/eng/index.php?id=152,,terrestrial,Handbook of the birds of the world,,grubbing,Handbook of the birds of the world,eats tubers,no,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,0,http://www.mos.mn/eng/index.php?id=152,,2,http://www.mos.mn/eng/index.php?id=152,,3,http://www.mos.mn/eng/index.php?id=152,,0,http://www.mos.mn/eng/index.php?id=152,,0,http://www.mos.mn/eng/index.php?id=152,,active_above_snow,Handbook of the birds of the world,,ground_vegetation,Handbook of the birds of the world,
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys talpoides,North America,,Western US,Jesus Adrian Chimal,,100,130.08,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,4.86,PanTHERIA,,noncyclic,https://www.iucnredlist.org/species/42597/115193142#population,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_belowground,Handbook of the mammals of the world,,ground_ vegetation,Handbook of the mammals of the world,
Galliformes,Phasianidae,Tympanuchus,phasianellus,Tympanuchus phasianellus,North America,Western,,Jesus Adrian Chimal,,70,882.38,EltonTraits,,hindgut_fermenter,assumed,,small_group,Handbook of the birds of the world,,small_group,Handbook of the birds of the world,,12,Handbook of the birds of the world,,cyclic,Handbook of the birds of the world,,terrestrial,Handbook of the birds of the world,,none,Handbook of the birds of the world,,yes,Handbook of the birds of the world,,,,,facultative_generalist,Handbook of the birds of the world,,2,Handbook of the birds of the world,,1,Handbook of the birds of the world,,2,Handbook of the birds of the world,,0,Handbook of the birds of the world,,0,Handbook of the birds of the world,,active_above_snow,Handbook of the birds of the world,,grpund_vegetation,Handbook of the birds of the world,
Rodentia,Sciuridae,Urocitellus,parryii,Urocitellus parryii,North America,North America and E. Russia,Synonym with  Spermophilus parryii,Isabel Barrio,,40,759.99,EltonTraits,Mammals of NA: Range: 530-816 g,hindgut_fermenter,expert (3),"by definition, because they are rodents, right? ",large_group,,IUCN RedList: they occur in colonies that can be locally abundant,family_group,expert (2),"not active during winter (hibernating), so this should be set to zero :)",6.5,PanTHERIA,"IUCN RedList: 6-8, up to 14",noncyclic,expert (1),,terrestrial,expert (3),,burrowing,expert (1),"they dig burrows but I am not sure to which extent they consume belowground stuff; they do certainly damage roots while digging, and also cache vegetation belowground",no,expert (1),,none,IUCN RedList,,facultative_generalist,expert (1),"IUCN RedList: Omnivorous. In spring, mainly feed on animals. Later feed on berries, mushrooms, lichens, mosses and other plants. Stores nuts and dry grass for winter. Mammals of North America: Arctic Ground Squirrels feed on a variety of plants, berries, seeds, and leaves, insects, and carrion.",3,expert (1),,3,expert (1),,2,expert (1),,1,expert (1),,1,expert (1),,not_present,expert (2),"they are generally attached to their warrens and may move locally from their hibernacula to summer burrows… but not migrating. I do level of certainty 2, just in case",ground_vegetation,Handbook of the mammals of the world,
Carnivora,Ursidae,Ursus,arctos,Ursus arctos,Biome,"W. North America, E. Europe and N. Asia",,Jesus Adrian Chimal,,60,180520.42,EltonTraits,,undifferentiated,assumed,,solitary,"assumed, bears are solitary animals",,solitary,assumed,,2.24,PanTHERIA,,noncyclic,https://www.iucnredlist.org/species/41688/133236401#population,,terrestrial,https://www.iucnredlist.org/species/41688/133236401#population,,grubbing,https://www.iucnredlist.org/species/41688/133236401#population,,yes,https://www.iucnredlist.org/species/41688/133236401#population,,,,,facultative_generalist,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",,3,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",,2,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",,0,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",,0,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",,0,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",,hibernating,https://www.iucnredlist.org/species/41688/133236401#habitat-ecology,,ground_vegetation,"Dahle, B., Sørensen, O. J., Wedul, E. H., Swenson, J. E., & Sandegren, F. (1998). The diet of brown bears Ursus arctos in central Scandinavia: effect of access to free-ranging domestic sheep Ovis aries. Wildlife Biology, 4(2), 147-159. ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
